Gosen,OG Sheep Micro 17,163
Gosen,OG Sheep Micro 18,159
Gosen,OG Sheep Micro Super 16L,164
Gosen,OG-Sheep Micro 16,183
Gosen,Poly Professional 16 (1.29),186
Gosen,Poly Professional 17 (1.24),169
Gosen,Polylon 16,207
Gosen,Polylon 17 (1.24),208
Gosen,Polylon Comfort 16,189
Gosen,Polylon PolyBreak 17 (1.24),195
Gosen,Polylon PolyBreak 18 (1.20),165
Gosen,Polylon Premium 16 (1.32),218
Gosen,Polylon Premium 16L (1.27),201
Gosen,Polylon SP 16 (1.30),185
Gosen,Polylon SP 17 (1.24),175
Gosen,Polymaster I 16,187
Gosen,Polymaster II 16,172
Gosen,Powermaster I 16,163
Gosen,Powermaster II 16,158
Gosen,Sidewinder 16 (1.31),163
Gosen,Sidewinder 17,159
Gosen,Tecflex 16 (1.30),151
Gosen,TecGut Remplir 16,151
Head,ETS 16,156
Head,ETS 17,152
Head,Fibergel Power 16,153
Head,Fibergel Power 17,161
Head,Fibergel Spin 16,169
Head,FXP 16,165
Head,FXP 17,173
Head,FXP Power 16,194
Head,FXP Power 17,163
Head,FXP Tour 16,117
Head,Hawk 16 (1.30),230
Head,Hawk 17 (1.25),205
Head,Hawk 18 (1.20),194
Head,Hawk Rough 17,201
Head,Hawk Touch 18 (1.20),196
Head,Hawk Touch 19 (1.15),192
Head,Lynx 16 (1.30),186
Head,Lynx 17 (1.25),179
Head,Lynx 18 (1.20),175
Head,PerfectControl 16,151
Head,Reflex MLT 16 (1.30),159
Head,Reflex MLT 17 (1.25),141
Head,RIP Control 16,157
Head,Rip Control 17 (1.25),138
Head,RIP PerfectPower 16,157
Head,Sonic Pro 16,161
Head,Sonic Pro 17,165
Head,Sonic Pro Edge 16,195
Head,Synthetic Gut 16,177
Head,Synthetic Gut PPS 16,170
Head,Synthetic Gut PPS 17 (1.25),151
Head,Ultra Tour 16,202
Head,Ultratour 17,207
Head,Velocity MLT 17 (1.25),153
IsoSpeed,Axon Mono 16L,199
IsoSpeed,Axon Multi 16L,126
IsoSpeed,Black Fire 17,205
IsoSpeed,Control 16,150
IsoSpeed,Control Classic 16,136
IsoSpeed,Cream 17 (1.28),178
IsoSpeed,Energetic 17,157
IsoSpeed,Energetic Plus 16,155
IsoSpeed,Professional Classic 17,134
IsoSpeed,Pulse 16,165
IsoSpeed,Pulse 17,159
IsoSpeed,Pyramid 16,175
IsoSpeed,V18 19 (1.12),180
Kirschbaum,Black Shark 16 (1.30),223
Kirschbaum,Black Shark 17 (1.25),217
Kirschbaum,Competition 16/1.30,210
Kirschbaum,Competition 17 (1.25),210
Kirschbaum,Competition 17L (1.20),190
Kirschbaum,Helix 16,205
Kirschbaum,Helix 17,209
Kirschbaum,Long Life 15,231
Kirschbaum,Max Power 16 (1.30),233
Kirschbaum,Max Power 17 (1.25),241
Kirschbaum,Max Power 18 (1.20),226
Kirschbaum,Max Power Rough 16 (1.30),231
Kirschbaum,Max Power Rough 17 (1.25),223
Kirschbaum,Max Power Rough 18 (1.20),195
Kirschbaum,P2 16/1.30,219
Kirschbaum,P2 17 (1.25),235
Kirschbaum,P2 17L (1.20),197
Kirschbaum,Pro Line Evolution 17 (1.25),208
Kirschbaum,Pro Line I 1.30,225
Kirschbaum,Pro Line I 17 (1.25),205
Kirschbaum,Pro Line I 17L (1.20),195
Kirschbaum,Pro Line I 18L (1.15),189
Kirschbaum,Pro Line II 1.30,210
Kirschbaum,Pro Line II 17 (1.25),201
Kirschbaum,Pro Line II 17L (1.20),193
Kirschbaum,Pro Line II 18 (1.15),183
Kirschbaum,Pro Line X 16 (1.30),240
Kirschbaum,Pro Line X 17 (1.25),218
Kirschbaum,Spiky Shark 16,216
Kirschbaum,Spiky Shark 17,198
Kirschbaum,Super Smash 16/1.30,222
Kirschbaum,Super Smash 17 (1.25),211
Kirschbaum,Super Smash Spiky 1.20,205
Kirschbaum,Super Smash Spiky 16/1.30,217
Kirschbaum,Super Smash Spiky 17 (1.25),214
Kirschbaum,Touch Multifibre 16,162
Kirschbaum,Touch Multifibre 17 (1.25),166
Kirschbaum,Touch Turbo 1.30,218
Kirschbaum,Touch Turbo 16L (1.275),196
Kirschbaum,Touch Turbo 17 (1.25),203
Kirschbaum,Xplosive Speed 1.25,186
Kirschbaum,Xplosive Speed 1.30,193
Klip,Armour Pro 16/1.30,109
Klip,Excellerator 16/1.30,161
Klip,Hardcore 16/1.30,193
Klip,K-Boom 16/1.30,237
Klip,K-Boom 18 (1.20),190
Klip,Kicker 16,179
Klip,Legend 16 Uncoated,101
Klip,Legend 17 (1.25),90
Klip,Scorcher 16/1.30,167
Klip,Scorcher 17 (1.27),159
Klip,Synthetic Gut 16,166
Klip,Venom 16/1.30,163
L-Tec,Premium 3S 16L (1.25),220
L-Tec,Premium 4S 16L (1.25),234
L-Tec,Premium 5S 16L (1.25),210
L-Tec,Premium OS 17 (1.23),224
L-Tec,Premium Pro OS 16L,254
LaserFibre,1200 16 (1.30),138
LaserFibre,JB Tour 100 17g (1.25),211
LaserFibre,Native Tour 17 (1.25),200
LaserFibre,Supernatural Gut Pro Stock 16,162
LaserFibre,Supreme 2.0 16 (1.30),146
LaserFibre,Supreme 2.0 17 (1.25),143
LaserFibre,Vorso 16 (1.28),181
LaserFibre,Vorso 17 (1.23),178
Leopard,Plus Control 16,226
Luxilon,4G 16 (1.30),287
Luxilon,4G 16L (1.25),259
Luxilon,4G Rough 16L,216
Luxilon,4G S 15,314
Luxilon,4G Soft 1.25,217
Luxilon,Adrenaline 16,213
Luxilon,Adrenaline 16L/1.25,203
Luxilon,Adrenaline 17/1.20,208
Luxilon,Adrenaline Rough 16L/1.25,203
Luxilon,ALU Power 125/16L,209
Luxilon,ALU Power Feel 18/1.20,187
Luxilon,ALU Power Rough 16L (1.25),209
Luxilon,Alu Power Soft 1.25,198
Luxilon,Big Banger Ace 18 (1.12),203
Luxilon,Big Banger ALU Power Fluoro 17,207
Luxilon,Big Banger ALU Power Spin 127/16,214
Luxilon,Big Banger Original 130/16,213
Luxilon,Big Banger Rough 130/16,213
Luxilon,Big Banger Timo 17 (1.22),207
Luxilon,Big Banger TiMO 17L (1.17),204
Luxilon,Big Banger Timo 18 (1.10),189
Luxilon,Big Banger XP 125/16L,209
Luxilon,Big Banger XP 15L (1.38),237
Luxilon,Element 1.30,191
Luxilon,Element 16L (1.25),208
Luxilon,Element Rough 16 (1.30),198
Luxilon,LXN Smart 16 (1.30),209
Luxilon,LXN Smart 16L (1.25),201
Luxilon,M2 Plus 130/16,203
Luxilon,M2 Pro 125/16,182
Luxilon,Monotec Super Poly 1.25/16L,233
Luxilon,Monotec Supersense 16L/1.25,210
Luxilon,Monotec Zolo 125/16,213
Luxilon,Monotec Zolo 15L,219
Luxilon,Natural Gut 1.25,82
Luxilon,Savage 16/1.27,234
Mantis,Comfort Poly 16,225
Mantis,Comfort Synthetic 16,149
Mantis,Power Poly 17,203
MSV,Co-Focus 17L (1.18),186
MSV,Co.-Focus 16L,185
MSV,Focus Evo 16,226
MSV,Focus Evo 17,207
MSV,Focus Hex 17L (1.18),224
MSV,Focus Hex Soft 17 (1.25),228
MSV,Focus Hex Soft 17L (1.20),194
MSV,Focus-Hex +38 16L (1.25),173
MSV,Focus-Hex 16 (1.23),219
MSV,Focus-Hex 16 (1.27),186
MSV,Hepta-Twist 16,189
MSV,Hepta-Twist 17,181
One Strings,Carbon NRG 16,180
One Strings,Carbon Tour 17 (1.25),229
Pacific,ATP Poly Power Pro 16L,194
Pacific,Classic Natural Gut 16,100
Pacific,PMX 16L,146
Pacific,PMX 17,140
Pacific,Poly Force 16L,208
Pacific,Poly Force 17,233
Pacific,Poly Force Xtreme 16L,218
Pacific,Poly Power Pro 16 (1.30),195
Pacific,Poly Power Pro 16L (1.25),180
Pacific,Power Line 16L,181
Pacific,Power Line 17,174
Pacific,Power Twist 16L,158
Pacific,Premium Power X 16L,166
Pacific,Prime Gut Orange Bull 16 (1.30),74
Pacific,Prime Gut Orange Bull 16L (1.25),76
Pacific,Prime Natural Gut 16,85
Pacific,Prime Natural Gut 16L,94
Pacific,Tough Gut 16,107
Pacific,Tough Gut 16L,96
Pacific,X Force 16L (1.29),219
Pacific,X Force 17,226
Pacific,X Force 18,209
Pacific,XCite 16 (1.30),220
Pacific,XCite 16L (1.25),206
Poly Star,Classic 16 (1.30),186
Poly Star,Classic 16L (1.25),175
Poly Star,Classic 17 (1.20),167
Poly Star,Energy 16 (1.30),173
Poly Star,Energy 16L (1.25),170
Poly Star,Energy 17 (1.20),165
Poly Star,Strike 16 (1.30),201
Poly Star,Strike 16L (1.25),184
Poly Star,Turbo 16 (1.30),165
Poly Star,Turbo 16L (1.25),169
Polyfibre,Black Venom 16 (1.30),180
Polyfibre,Black Venom 16L (1.25),170
Polyfibre,Black Venom Rough 16L (1.25),162
Polyfibre,Cobra 17/1.20,154
Polyfibre,Hexablade 16L (1.25),172
Polyfibre,Hexablade 17L (1.18),169
Polyfibre,Hightec Premium 16/1.30,174
Polyfibre,Hightec Premium 16L,170
Polyfibre,Hightec Premium 17,158
Polyfibre,Panthera 16 (1.30),213
Polyfibre,Poly Hightec 16/1.30,173
Polyfibre,Poly Hightec 16L,169
Polyfibre,Poly Hightec 17,158
Polyfibre,Poly Hightec 18,150
Polyfibre,TCS 16/1.30,173
Polyfibre,TCS 16L,167
Polyfibre,TCS 17,159
Polyfibre,TCS 18 (1.15),156
Polyfibre,TCS Rapid 16L/1.25,160
Polyfibre,Viper 16L/1.25,170
Polyfibre,Viper 17/1.20,158
Prince,Beast XP 16,199
Prince,Diablo Prism 17,229
Prince,Lightning Pro 16 (1.30),143
Prince,Lightning XX 16,181
Prince,Lightning XX 17,177
Prince,Perfection 16 (1.30),163
Prince,Poly EXP 17,218
Prince,Poly Spin 3D,179
Prince,Premier Control 15,154
Prince,Premier Control 15L,153
Prince,Premier Control 16,158
Prince,Premier Control 17,153
Prince,Premier LT 17,153
Prince,Premier LT 18,151
Prince,Premier Power 16,151
Prince,Premier Power 17,145
Prince,Premier Power 18,143
Prince,Premier Touch 15L,153
Prince,Premier Touch 16,149
Prince,Premier Touch 17,137
Prince,Premier W/ Softflex 17,151
Prince,Premier W/Softflex 16,142
Prince,Recoil 16,174
Prince,Syn Gut Original 16,191
Prince,Syn Gut Original 17,181
Prince,Synthetic Gut 16 Duraflex,178
Prince,Synthetic Gut 17 Duraflex,188
Prince,Synthetic Gut 18 Duraflex,162
Prince,Synthetic Gut Multifilament 16,173
Prince,Synthetic Gut Multifilament 17,161
Prince,Topspin Plus 16,166
Prince,Topspin W/ Duraflex 15L,182
Prince,Tour 16,215
Prince,Tour 17,199
Prince,Tour XC 15L,209
Prince,Tour XC 16L,206
Prince,Tour XC 17L,206
Prince,Tour XP 15L,185
Prince,Tour XP 16,198
Prince,Tour XP 17 (1.25),189
Prince,Tour XR 15L (1.35),213
Prince,Tour XR 16 (1.30),215
Prince,Tour XR 17 (1.25),203
Prince,Tour XS 1.35,195
Prince,Tour XS 16,197
Prince,Tour XT 18,184
Prince,Tournament Nylon 15L,187
Prince,Tournament Poly 16,215
Prince,Tournament Poly 17,209
Prince,Twisted 16L,230
Prince,Vortex 16 (1.30),188
RS,RS Lyon 17,197
RS,RS Lyon 17L (1.20),183
Signum Pro,Firestorm 1.25,198
Signum Pro,Firestorm 16 (1.30),186
Signum Pro,Hyperion 16,220
Signum Pro,Hyperion 17 (1.24),202
Signum Pro,Hyperion 18 (1.18),184
Signum Pro,Plasma HEXtreme 16 (1.30),226
Signum Pro,Plasma HEXtreme 16L/1.25,205
Signum Pro,Poly Megaforce 16,235
Signum Pro,Poly Megaforce 17 (1.19),213
Signum Pro,Poly Plasma 17 (1.23),198
Signum Pro,Poly Speed Spin 1.28,246
Signum Pro,Poly-Plasma 16L,226
Signum Pro,Poly-Plasma 17L (1.18),197
Signum Pro,Poly-Plasma Pure 16L,221
Signum Pro,Poly-Plasma Pure 17 (1.23),199
Signum Pro,Poly-Plasma Pure 17L (1.18),196
Signum Pro,Tornado 16,215
Signum Pro,Tornado 17 (1.23),214
Signum Pro,Tornado 18 (1.17),167
Signum Pro,X-Perience 17 (1.24),225
Signum Pro,Yellow Jacket 17g (1.22),198
Solinco,Barb Wire 16,214
Solinco,Barb Wire 16L (1.25),183
Solinco,Barb Wire 17 (1.20),186
Solinco,Hyper-G 16,219
Solinco,Hyper-G 16L (1.25),218
Solinco,Hyper-G 17 (1.20),195
Solinco,Hyper-G 18 (1.15),180
Solinco,Outlast 16,208
Solinco,Outlast 16L (1.25),208
Solinco,Outlast 17,183
Solinco,Outlast 18 (1.15),186
Solinco,Revolution 16,215
Solinco,Revolution 16L (1.25),213
Solinco,Revolution 17,189
Solinco,Revolution 18 (1.16),195
Solinco,Tour Bite 15L (1.35),239
Solinco,Tour Bite 16,203
Solinco,Tour Bite 16 Soft,184
Solinco,Tour Bite 16L (1.25),238
Solinco,Tour Bite 17,181
Solinco,Tour Bite 18 (1.15),162
Solinco,Tour Bite 19 (1.10),171
Solinco,Tour Bite 20 (1.05),136
Solinco,Tour Bite Diamond Rough 16 (1.30),193
Solinco,Tour Bite Diamond Rough 16L (1.25),191
Solinco,Tour Bite Diamond Rough 17 (1.20),182
Solinco,Tour Bite Soft 16L (1.25),192
Solinco,Tour Bite Soft 17 (1.20),186
Solinco,Tour Bite Soft 18 (1.15),172
Solinco,Vanquish 16,160
Solinco,Vanquish 17 (1.20),146
Solinco,X-Natural 16 (1.30),145
Solinco,X-Natural 17 (1.20),159
Super String,Tour Players V3 17 (1.20),198
SuperString,Nikita Original 1.25,199
SuperString,Nikita Soft 16L,183
SuperString,Pure Control V8 17,163
SuperString,Viper V2 Rough 16L,194
SuperString,VooDoo Tour V9 17,161
Tecnifibre,Black Code 15L (1.32),210
Tecnifibre,Black Code 16,250
Tecnifibre,Black Code 17,236
Tecnifibre,Black Code 18,203
Tecnifibre,Black Code 4S 16 (1.30),243
Tecnifibre,Black Code 4S 17 (1.25),209
Tecnifibre,Black Code 4S 18 (1.20),210
Tecnifibre,Duramix HD 16,162
Tecnifibre,Duramix HD 17,170
Tecnifibre,E-Matrix 16,143
Tecnifibre,E-Matrix 17,143
Tecnifibre,HDX Tour 16 (1.30),149
Tecnifibre,HDX Tour 17 (1.24),144
Tecnifibre,Ice Code 16 (1.30),221
Tecnifibre,Multi-Feel 16,155
Tecnifibre,Multi-Feel 17 (1.25),150
Tecnifibre,Multifeel 16 Black (1.30),149
Tecnifibre,NRG2 16,158
Tecnifibre,NRG2 17/1.24,164
Tecnifibre,NRG2 18 (1.18),151
Tecnifibre,Polyspin 16L,227
Tecnifibre,Pro Mix 16,157
Tecnifibre,Pro Mix 17,170
Tecnifibre,Pro Red Code 16,232
Tecnifibre,Pro Red Code 17,226
Tecnifibre,Pro Red Code 18,217
Tecnifibre,Pro Red Code Wax 17,235
Tecnifibre,Razor Code 16 (1.30),243
Tecnifibre,Razor Code 17 (1.25),229
Tecnifibre,Razor Code 18 (1.20),217
Tecnifibre,Ruff Code 16 (1.30),207
Tecnifibre,Ruff Code 17 (1.25),207
Tecnifibre,TGV 16,157
Tecnifibre,TGV 17/1.25,165
Tecnifibre,X-Code 16,188
Tecnifibre,X-One Biphase 16,163
Tecnifibre,X-One Biphase 17,167
Tecnifibre,X-One Biphase 18,146
Tecnifibre,XR3 16,163
Tecnifibre,XR3 17,161
Toalson,Leoina 77 (1.30),157
Topspin,Cyber Blue 16,190
Topspin,Cyber Blue 17,183
Topspin,Cyber Blue 17L (1.20),185
Topspin,Cyber Delta 17 (1.26),201
Topspin,Cyber Flash 16,185
Topspin,Cyber Flash 17,159
Topspin,Cyber Flash 17L,144
Topspin,Cyber Whirl 17 (1.24),204
Tourna,Big Hitter 16,226
Tourna,Big HItter Black 7 16 (1.25),223
Tourna,Big Hitter Black 7 17,175
Tourna,Big Hitter Blue 16,226
Tourna,Big Hitter Blue 17,222
Tourna,Big Hitter Blue Rough 16,222
Tourna,Big Hitter Blue Rough 17,210
Tourna,Big HItter Silver 16,209
Tourna,Big Hitter Silver 17,186
Tourna,Big Hitter Silver 7 Tour 16 (1.30),238
Tourna,Big Hitter Silver Rough 16,206
Tourna,Big Hitter Silver Rough 17,197
Tourna,Black Zone 16,197
Tourna,Black Zone 17,187
Tourna,Irradiated 16,163
Tourna,Irradiated 17,154
Tourna,Quasi Gut 17,129
Tourna,Quasi-Gut 16,154
Tourna,Quasi-Gut Armor 16,153
Tourna,Quasi-Gut Armor 17,144
Tourna,Synthetic Gut Armor 16,172
Tourna,Synthetic Gut Armor 17,157
Volkl,Cyclone 16,197
Volkl,Cyclone 17,191
Volkl,Cyclone 18,181
Volkl,Cyclone 18L (1.15),188
Volkl,Cyclone 19 (1.10),183
Volkl,Cyclone Tour 16 (1.30),167
Volkl,Cyclone Tour 17 (1.25),171
Volkl,Cyclone Tour 18 (1.20),159
Volkl,Gripper 16,153
Volkl,Gripper 17,138
Volkl,Power-Fiber II 16,159
Volkl,Power-Fiber II 17,159
Volkl,Power-Fiber II 18,157
Volkl,Synthetic Gut 16,174
Volkl,Synthetic Gut 17,159
Volkl,V-Pro 16,234
Volkl,V-Pro 17,188
Volkl,V-Pro 18,213
Volkl,V-Square 16 (1.30),191
Volkl,V-Star 16 (1.30),173
Volkl,V-Star 18 (1.20),163
Volkl,V-Star 18L (1.15),174
Volkl,V-Star 19 (1.10),167
Volkl,V-Torque 16,182
Volkl,V-Torque 18 (1.18),157
Volkl,V-Torque Tour 16 (1.30),184
Weiss Cannon,6 Star 16 (1.30),151
Weiss Cannon,Black 5 Edge 17 (1.24),215
Weiss Cannon,Blue Rock N Power,224
Weiss Cannon,Explosiv 1.30,151
Weiss Cannon,MatchPower 1.25,218
Weiss Cannon,Mosquito Bite 18 (1.16),182
Weiss Cannon,Red Ghost 17L (1.18),190
Weiss Cannon,Scorpion 1.22,193
Weiss Cannon,Scorpion 1.33,223
Weiss Cannon,Scorpion 16L (1.28),200
Weiss Cannon,Silverstring 1.25,195
Weiss Cannon,Silverstring 120,167
Weiss Cannon,Turbotwist 17 (1.24),217
Weiss Cannon,Turbotwist 17L (1.18),203
Weiss Cannon,Ultra Cable 17 (1.23),175
Wilson,Enduro Gold 16,214
Wilson,Enduro Mono 16L,230
Wilson,Enduro Pro 16,219
Wilson,Enduro Pro 17 (1.25),227
Wilson,Enduro Tour 16,251
Wilson,Enduro Tour 17,170
Wilson,Enduro Tour 18,159
Wilson,Extreme 16 Synthetic Gut,174
Wilson,Hollow Core 16,150
Wilson,Hollow Core Pro 16,147
Wilson,Hollow Core Pro 17,150
Wilson,K-Gut 16,171
Wilson,K-Gut Pro 16,168
Wilson,Natural Gut 16,97
Wilson,Natural Gut 16 (1.30),93
Wilson,Natural Gut 17,81
Wilson,NXT 15L (1.35),152
Wilson,NXT 16,174
Wilson,NXT 17,156
Wilson,NXT Control 16 (1.32),163
Wilson,NXT Duramax 15 (1.40),162
Wilson,NXT Duramax 16 (1.32),160
Wilson,NXT Max 15L (1.35),156
Wilson,NXT Max 16,170
Wilson,NXT OS,170
Wilson,NXT Power 17 (1.26),158
Wilson,NXT Tour 16,181
Wilson,NXT Tour 17,175
Wilson,Optimus 16 (1.30),140
Wilson,Reaction 16,146
Wilson,Red Alert 16,191
Wilson,Revolve 15 (1.35),192
Wilson,Revolve 16 (1.30),184
Wilson,Revolve 17 (1.25),192
Wilson,Revolve Spin 16,173
Wilson,Ripspin 15,212
Wilson,Ripspin 16,212
Wilson,Ripspin 17,209
Wilson,Sensation 15 (1.35),154
Wilson,Sensation 16,169
Wilson,Sensation 17,163
Wilson,Sensation Control 16 (1.30),150
Wilson,Sensation Supreme 16,143
Wilson,SGX 16,166
Wilson,Shock Shield 16,156
Wilson,Spin Cycle 16L,206
Wilson,Stamina 16,183
Wilson,Synthetic Gut Control 17 (1.25),158
Wilson,Synthetic Gut Extreme 17,185
Wilson,Synthetic Gut Power 16 (1.30),156
Wilson,Synthetic Gut Power 17 (1.25),158
Y-Tex,Quadro Twist 16L,178
Yonex,Mono Preme 16 (1.30),166
Yonex,Poly Tour 130/16,218
Yonex,Poly Tour Air 16L,155
Yonex,Poly Tour Drive 16L (1.25),195
Yonex,Poly Tour Fire 16L (1.25),195
Yonex,Poly Tour HS 16 (1.30),214
Yonex,Poly Tour HS 16L (1.25),198
Yonex,Poly Tour Pro 17 (1.20),189
